config,level,round,order_index,batch_id,source_records,elapsed_ms_per_batch,compute_sum_ms_per_batch,cpu_sum_ms_per_batch,other_overhead_ms_per_batch,elapsed_ms_per_record,compute_sum_ms_per_record,other_overhead_ms_per_record,compute_A_ms_per_batch,compute_A_ms_per_record,cpu_A_ms_per_batch,compute_B_ms_per_batch,compute_B_ms_per_record,cpu_B_ms_per_batch,compute_C_ms_per_batch,compute_C_ms_per_record,cpu_C_ms_per_batch
U,1,1,0,98,4,204.786523,35.922742,35.977154,168.863781,51.19663075,8.9806855,42.21594525,6.430501,1.60762525,6.441419999999999,10.945352,2.736338,10.982304,18.546889,4.63672225,18.55343
U,1,1,0,99,4,211.027043,27.801504,27.829706,183.225539,52.75676075,6.950376,45.80638475,7.896834,1.9742085,7.905747,7.8496369999999995,1.9624092499999999,7.858746,12.055033,3.01375825,12.065213
U,1,1,0,100,4,218.419375,39.357883,39.42398,179.061492,54.60484375,9.83947075,44.765373,11.823104,2.955776,11.832639999999998,8.112566000000001,2.0281415000000003,8.134015,19.422213,4.85555325,19.457325
U,1,1,0,101,4,142.771424,30.999578,31.647282,111.771846,35.692856,7.7498945,27.9429615,7.771365,1.94284125,7.779835,7.712954,1.9282385,7.725040999999999,15.515259,3.87881475,16.142406
U,1,1,0,102,4,132.008406,25.501491,25.567094,106.506915,33.0021015,6.37537275,26.62672875,11.233218,2.8083045,11.243365,6.831855000000001,1.7079637500000002,6.87592,7.436418000000001,1.8591045000000002,7.447809
U,1,1,0,103,4,134.349672,26.145798999999997,26.344462999999998,108.203873,33.587418,6.536449749999999,27.05096825,11.401539999999999,2.8503849999999997,11.520654,7.6118369999999995,1.9029592499999999,7.680991000000001,7.132422,1.7831055,7.142818
U,1,1,0,104,4,124.186346,19.108894,19.184221,105.077452,31.0465865,4.7772235,26.269363,6.4746109999999994,1.6186527499999999,6.484183,6.2362519999999995,1.5590629999999999,6.2461850000000005,6.398031,1.59950775,6.4538530000000005
U,1,1,0,105,4,184.010466,41.681262,41.710103000000004,142.329204,46.0026165,10.4203155,35.582301,22.178243,5.54456075,22.186847,6.161455,1.54036375,6.172434,13.341563999999998,3.3353909999999996,13.350822
U,1,1,0,106,4,180.063922,23.805630999999998,23.865383,156.25829099999999,45.0159805,5.9514077499999996,39.064572749999996,7.17721,1.7943025,7.214606000000001,6.080797999999999,1.5201994999999997,6.092401000000001,10.547623,2.63690575,10.558375999999999
U,1,1,0,107,4,184.466569,30.792831,30.822692000000004,153.673738,46.11664225,7.69820775,38.4184345,10.426096999999999,2.6065242499999997,10.436101,6.005822,1.5014555,6.015837,14.360912,3.590228,14.370754000000002
